,ID,Params,Observations
0,273,"[0.04635894845768374, 0.5377543825558481]","[  9.73774637  10.03030301  37.93079567  38.28555291  38.88431787
  39.63816257  44.48924357  44.7647378   52.90332957  56.18472122
  56.38317918  58.18254779  58.82693609  58.875018    59.73317734
  60.92354776  73.64834639  75.37112121  77.24525124  80.97339467
  87.28918597  90.42634497  93.34388667 101.09142697 105.80205753
 107.29741517 115.03322208 118.5788645  121.19179494 123.1694846
 128.68459883 131.96040663 134.68074894 136.33058846 137.66958467
 138.26689915 141.06388785 143.57123861 149.70966197 150.022278
 160.82212271 168.70824588 176.54618105 202.25984742 220.82368942
 227.00027091 248.82295172 272.78582065 274.04330585 274.37575407
 296.50775791 302.23678262 303.03405783 360.        ]"
0,274,"[0.02821598616453634, 0.5633948286119226]","[ 11.30950211  18.78977487  21.82065964  25.44246692  31.17300196
  33.60412546  34.27077513  35.50420888  48.65391228  55.80962375
  60.2770584   70.384083    77.85024646  79.80318685  79.91221455
  86.17325666  97.40761297 103.58139881 107.41897642 107.85863896
 116.66293256 121.96559948 133.39152729 134.72290422 144.05307805
 151.01952317 158.88740969 163.55017329 181.79524398 201.35823813
 210.46912444 214.80787982 255.27103393 269.22126323 269.68325217
 271.23332999 301.09213247 319.27561648 347.38095671]"
0,275,"[0.0513054293186062, 0.43285616882387506]","[  5.3750786   35.84014443  39.48585507  44.23128147  47.51169563
  48.22895069  49.5307121   64.16641679  64.47279896  68.08823666
  74.86740735  75.59088108  86.08143982  91.99123541  95.51529834
  96.9414341   98.58542858  99.85611119 106.64844272 110.67185304
 118.43276731 126.37544734 132.20464033 133.46427181 134.44211626
 134.60759954 135.69012531 136.13305355 138.18821906 138.38227738
 141.07587615 148.83132377 166.14166956 207.66310741 217.23121693
 224.91967794 244.43921016 255.19003044 273.7470055  285.68243105
 325.20745545 335.71418062 337.40367309 348.34742299 352.42556402
 352.55396623 356.4605042 ]"
0,276,"[0.06390152005635584, 0.49020820091246053]","[  0.96014334   5.12213053   9.16565491  19.8304202   35.90494863
  37.36525062  38.43154837  44.01927672  45.64325599  49.03925093
  58.98287188  62.61045969  63.08849621  63.10251374  63.69326321
  63.84195279  71.82044591  72.91840177  74.58236992  74.92172312
  75.32855893  75.85947994  81.37039182  83.76136623  91.07359046
  91.74677495  96.40402327  97.81668539 105.46826176 107.49706969
 109.39475588 110.29227978 115.49715345 118.12161684 135.27121622
 152.55189127 153.17647763 153.6255412  160.14978315 168.90352015
 172.05722138 180.43715224 201.38211113 207.7059572  211.95167386
 217.81449669 224.97071856 230.42106198 233.47750136 236.73147458
 266.1089168  272.31428563 280.15354308 281.65716553 282.46188515
 284.33026672 284.7227571  298.69953493 298.75746005 346.73365048
 347.03445581 360.        ]"
0,277,"[0.04411868348882085, 0.5600238691961451]","[ 20.39809593  39.23994596  58.66241786  61.15816048  62.79378909
  63.53910708  67.39850062  68.85821884  76.4400025   78.34476186
  80.80103031  81.89173469  92.69100466  93.46744944 102.25676152
 104.55650699 105.83878847 116.15056184 117.66397555 121.25999846
 125.79876114 129.46126688 130.7992255  132.03746946 137.84578133
 141.76145037 141.82362893 146.14574709 161.39975145 168.08745084
 173.08831858 175.87959272 176.47286566 184.54327452 185.69157883
 186.91853874 200.13695296 200.57481695 201.11495362 226.27553145
 291.82508607 338.82669162 342.21145747 357.23818246 360.        ]"
0,278,"[0.042897812460455084, 0.5071219826008354]","[ 12.08701665  12.54962683  14.67553284  17.55608602  20.03754849
  32.02109804  32.34872714  39.42404075  40.01831257  42.38764598
  42.9212658   43.97207148  44.04531221  44.0608563   44.53963173
  45.70222151  47.69071244  64.70769676  66.34634539  68.80134268
  69.70084533  69.99159507  73.61220439  74.10417768  75.33894856
  76.89955297  77.46364192  77.61690806  78.87470193  84.91049429
  92.23968696  99.98823576 101.73710622 111.68858445 117.30152223
 117.54107895 123.25885782 124.16862047 125.70395684 132.87892223
 133.90277424 134.83118006 145.20987155 145.79485701 147.23580176
 171.02035341 175.05665558 179.11253179 179.52995347 190.10804599
 196.11168694 201.17911557 207.70636024 218.95382401 244.51425098
 252.94916146 272.66194788 291.1546923  298.08079341 298.27102671
 309.81224638 312.01496947 317.72883182 346.79899177]"
0,279,"[0.10294477959584862, 0.41301866318998437]","[ 14.80307641  15.71563375  16.63004532  17.59848016  19.25423297
  36.97519197  43.89076381  46.36711126  58.7958901   67.43062546
  69.35166773  70.04036201  75.56463973  75.95238747  76.97967279
  80.99125919  95.21803465  97.68145151 100.29084637 102.49164855
 102.80069363 110.86745131 117.65767072 132.17835665 135.39314523
 140.08904439 141.02684528 142.14139677 143.13685539 144.83262375
 145.03874748 147.56778713 149.31802231 176.04691202 179.66574022
 180.72651221 181.03462223 197.850716   232.78110352 247.07409027
 252.10307312 258.22555501 269.57916117 275.04062049 312.94645829
 313.31047804 337.95816382 338.00767623 338.26769874 345.04515939
 358.76816562 359.16208771 360.        ]"
0,280,"[0.06560426801251086, 0.5153675518583583]","[  4.39903829  22.53569192  24.22314713  26.52625706  31.25038274
  31.35336857  36.7183789   48.04031258  54.9168439   73.09106918
  78.55604189  80.21154164  83.28327557  93.84343907  98.40125643
  99.77009957 106.10815961 108.87256118 113.84283503 116.90772217
 119.61012819 120.137426   120.54450305 123.47195433 125.40475252
 132.63921528 133.20099301 140.19865062 143.19569266 143.41722451
 150.6720973  151.26895538 154.05806799 157.01426971 164.42081452
 166.54693819 172.99261412 174.79006779 177.56238243 181.36157191
 181.60874755 183.7830421  192.45403232 199.92877345 201.07372331
 207.87559855 221.84970534 224.40167759 248.6795486  269.26669971
 281.00014259 285.81552749 287.29126325 291.37201062 314.57214552
 315.82819388 336.23068535]"
0,281,"[0.050276096057615745, 0.44309509647775513]","[ 12.5809386   13.14151738  14.09983963  43.7597164   51.90193188
  57.99275441  64.16658283  72.13029667  78.81512152  90.65997645
  95.42745302 102.40519396 113.92770883 116.15710371 127.91462296
 132.29316394 132.59144951 133.34793558 136.20631132 146.52146513
 147.76606303 163.788202   165.40002593 201.15347252 201.37638924
 206.02997106 213.2778321  245.5336253  252.15772537 259.23203653
 290.06012132 305.17106406 306.12353446 306.9046048  317.77863451
 335.24434223 352.6557233  356.61142168]"
0,282,"[0.14359687247580916, 0.4979826530877223]","[ 25.69003293  26.59976155  27.48699305  31.72490371  34.97283068
  35.67425211  40.12036292  71.59783113  72.36513649  72.84387106
  73.36874372  79.50819415  80.81545668  82.72536326  84.94276562
  85.50582364  96.75982742 101.81002339 106.22659719 107.00016998
 115.4691811  116.37570232 120.18817152 120.40309662 120.4108203
 121.15308288 125.80912102 132.74308938 136.69458914 141.97491868
 145.3752518  145.81826504 149.49545587 159.6325629  167.83451132
 173.79458354 208.61567835 212.9094699  213.2873534  214.45453442
 214.47960758 216.75465347 236.74946305 255.06664774 255.70302256
 256.42044176 284.11285075 295.57725664 325.94367985 326.91421916
 330.69026695 330.82199553 330.99717867 339.59621766 340.15121876
 347.64011341]"
0,283,"[0.03565260701653597, 0.5138959801838691]","[ 16.87224113  17.77584919  18.03449412  18.10173217  20.35131654
  23.730928    74.71318707  76.20735446  80.47355667  86.40456297
  89.30356652  95.41973977 101.19356853 108.57370077 111.01119165
 112.95777113 113.92726823 115.56486734 116.74857094 117.20300912
 120.49688032 126.11933881 127.96688913 128.35569852 132.34636893
 137.88666472 142.44138285 143.32426202 143.44609839 162.52547568
 164.11028922 176.30348464 176.66424651 184.17098868 193.22182571
 228.28142476 249.53381862 258.81612767 285.69546697 286.46163648
 291.08809742 293.27986482 310.74417281 311.87347752 314.69387132
 352.87419679 353.33691486 359.48681809 360.        ]"
0,284,"[0.026422154483594893, 0.40078739511952055]","[ 11.05586813  19.53402382  42.49875383  63.9058683   66.15119473
  66.8580407   84.06101754  84.31644056  87.90111402  88.66121364
  91.94416597  93.75542577  94.21487816  97.78469469 101.15428908
 106.53707645 107.17940351 107.93706972 108.37506881 111.952846
 115.22482092 116.42704417 124.31882442 128.60996819 144.86700243
 144.95414947 148.5575586  151.47592922 161.61190224 165.68130956
 172.56401182 189.71848594 200.62582618 218.61954782 219.32851635
 256.94344229 269.72019739 272.12920667 287.88894035 290.84473042
 291.0657346  316.54536178 323.54825517 339.81354936 347.18834608
 351.63475428 352.85459767 357.79721785 360.        ]"
0,285,"[0.06206695891180871, 0.5032780322533419]","[ 19.56083317  20.65611358  21.59154911  27.40625712  27.80970321
  34.4623533   35.31787672  41.4445807   42.63499381  44.83816046
  45.12559145  58.21892061  59.23624924  60.34788219  61.08922061
  68.87699086  69.32087126  76.10352537  81.57247971  85.65568357
  92.00925791  94.96916712  96.1183209  105.9738144  111.23724829
 129.07922456 136.07059352 144.00067199 160.27032898 162.23875235
 164.21450067 165.44825177 177.66204165 180.81376759 180.92032964
 181.47428847 182.8557124  184.35588394 189.42790933 200.2985546
 202.93715734 212.82545915 247.81155698 249.57599795 250.60383793
 255.96832156 256.30975255 259.40197551 259.45129414 280.27339487
 281.95538395 326.9079521  337.92133813 342.69755269 347.46591193
 354.94639086]"
0,286,"[0.03793261770396319, 0.4791190350810463]","[  9.74633763  10.62842095  14.23337959  17.49505342  18.03288314
  35.37645558  41.80768827  46.65410364  52.98892726  60.44978788
  61.18453736  61.64410185  62.77696716  69.04261629  73.82577251
  79.90548685  82.02774554  87.01980923  90.1283253   91.66359331
  97.07587824  99.95946286 112.87268307 113.36506715 114.42416395
 114.75355632 116.81760795 117.51753327 117.89211261 119.05032851
 119.20979402 119.23785027 136.01916072 145.99844887 151.65390695
 153.59646924 155.03904151 156.13023743 156.52505807 169.20193814
 171.11975365 173.18873164 179.78368732 182.2348998  190.79020898
 193.54698646 212.55004153 236.64592487 236.74504962 248.26190863
 250.60573715 262.28301686 307.73892193 326.95045571 335.82153619
 359.05041144]"
0,287,"[0.06489860964467875, 0.5901603163668379]","[  8.40716001   9.22822404   9.6610579   10.05382423  14.55604068
  17.8827531   35.06602641  38.36109658  38.68015085  45.6346385
  48.58428591  51.33082612  52.14319116  54.8661016   61.5749989
  64.5670337   73.503416    80.197793    81.8128324   84.79350716
  96.61980527 105.93426447 111.30406421 112.20958389 113.50409548
 113.60894194 121.41606491 126.3669057  127.89690021 127.95037601
 129.76170405 130.69411516 131.00790871 141.32223741 142.27627806
 145.184906   157.16535116 160.3261966  165.45445538 168.74451185
 173.83040247 207.0356603  226.83307155 237.43330225 247.61064898
 253.31038989 269.32363083 277.95423031 295.89249215 301.25349584
 313.17654694 322.77417077 343.75859753 345.13592044 349.39246588]"
0,288,"[0.02265428134776991, 0.5567464014995054]","[  4.80690944   9.14548247   9.97578982  10.41708247  10.82568907
  15.61026444  39.87402366  44.29624649  48.46461188  50.43382971
  63.27076241  81.53165148  88.94984927  90.30527321  96.94529685
 100.12154477 103.67098625 109.16358493 116.11382582 117.97039601
 129.73318734 129.74762788 142.61568685 163.47581402 165.33533354
 166.42037421 179.69515081 210.31631329 219.08260512 230.59524311
 236.3089935  250.0176874  263.79766777 292.28767969 352.92868373]"
0,289,"[0.06698049541517721, 0.49583603089960443]","[  3.42396561   4.15324741   4.15604845  17.01650303  24.26895233
  32.73366802  43.5732694   46.80425663  62.56867979  66.51692912
  69.11942531  72.50765642  83.42943941  93.2156791  101.49956074
 103.23123817 104.11132624 106.38832737 106.39640732 109.12023217
 135.71722679 135.74601094 143.60445174 143.94794439 149.44569056
 150.64879561 153.31721171 153.41671244 155.79563594 169.51026414
 197.58443311 210.51510031 242.27608168 262.95834895 275.52004564
 296.54253296 299.15116051 309.09593194 310.59772801 310.62366705
 345.19626281 356.81812921 357.31364906]"
0,290,"[0.16890986645013054, 0.516504555289262]","[ 17.21454172  18.27403546  20.6963726   23.65405043  24.65914588
  29.7011422   29.72144597  46.23956989  47.39641743  56.30759365
  57.46019821  57.72409664  63.18970222  63.90150241  71.74927807
  72.05670307  81.32223319  82.65505964  83.80935871  84.49531085
  85.7115956   88.55404608  99.61802697 100.80377778 110.14851056
 116.17797163 117.00634711 118.44620352 121.69605176 122.36597127
 145.35633409 150.45389668 150.63880114 154.37799545 155.43590585
 155.54809629 158.31327457 158.52381421 179.75644486 186.04087657
 192.80446818 193.84691699 194.67102897 194.92011032 200.98328408
 207.93168439 208.71682093 208.72269652 213.82523457 263.9993172
 267.78539088 273.2975952  274.30776854 287.1596467  289.17140791
 296.21763248 299.73342254 333.74475377 345.48647178]"
0,291,"[0.06290620798530733, 0.5719915092632442]","[  6.21497903  13.8960859   39.90450762  51.3471933   52.45205196
  54.02683339  59.47355647  63.96175392  72.17969362  73.54400838
  73.98685532  75.89715845  76.46299182  77.40827506  77.60880917
  77.94529509  86.49599691  87.5213011   87.68289309  90.97940932
  92.31719261  94.26264714  98.04577638  98.81307172  99.19310303
  99.64930317 101.41293691 101.67019851 106.94315653 109.41301496
 109.73924969 110.50951129 111.14243544 119.07857732 124.74782414
 139.83624981 150.28899091 157.53243916 168.73969119 183.32488282
 183.95032459 189.38996253 189.45441875 190.55130954 207.30544985
 208.71906514 242.58312961 273.55244057 285.40896961 297.32396802
 319.15156486 339.4525937  347.86121355 352.04516012]"
0,292,"[0.10263866711337119, 0.3734439106566087]","[  2.30164743   2.51401268   2.7481252    3.78558941   5.10422414
   5.66153359   7.35059142  16.68421972  16.88163434  18.96135421
  22.36581113  34.91757075  36.12617581  50.76747372  52.06228169
  70.71785276  72.46806674  81.93913493  83.00401569  88.42949337
  89.40182502  89.69853866  90.37328269  94.25349086  97.83812743
  99.57614479 103.78208794 106.10791814 106.50819391 109.5778344
 110.14826642 112.72177294 112.88615229 120.84155582 121.66386021
 123.24149757 123.95846683 128.41806914 130.3483393  142.53237339
 142.57688172 156.47460835 157.37756373 171.65681305 182.58526136
 183.22892457 185.19697173 249.07510061 269.22598101 275.99190298
 291.9436502  327.7680825  336.19891515 338.55585343 345.16880027
 352.97409404 352.9771785  353.63422735 354.88256712 355.73459526
 355.78881851 356.45171995 356.774949   357.2045006  359.45778352
 359.82031585 360.        ]"
0,293,"[0.07028031733438776, 0.566745302740718]","[  5.09677948  12.22776633  23.32225839  36.22434509  43.02006298
  43.77008867  49.77945213  77.83934664  82.78070122  88.19701733
  91.83219655  98.53641819 100.67178979 110.52448368 110.89798474
 112.6338672  113.59522133 118.73194443 122.14126909 124.87513351
 126.43319627 126.70380288 143.8801844  152.36870074 152.65741142
 153.89215732 159.53332575 188.6497341  191.02464402 203.57321644
 207.71047308 225.90640067 250.15586302 317.6564614  349.55537882]"
0,294,"[0.04362218554165465, 0.48840266812833827]","[  3.72979078  12.79270165  22.61877958  36.16431965  40.09084415
  49.35790552  54.80863441  55.20319026  56.17386348  58.42106119
  59.68888931  62.95584856  82.97016141  85.15607305  85.40669889
  85.83586298  88.38081404  92.81492872  94.45153373  98.56795403
 100.72811952 108.22573913 118.88752085 132.38334225 137.41735325
 139.44623363 146.54232158 147.30320153 147.61990149 147.93258169
 156.63475748 157.66756308 163.57231239 166.41455788 171.03999208
 171.87669123 172.43321794 181.27941395 185.68378926 189.26006645
 194.50564473 208.37439854 218.76506941 242.69746845 293.5044545
 296.44575277 297.48348888 299.14653705 320.13207569 331.43894666
 339.92383058]"
0,295,"[0.09221314205838427, 0.3934366081996599]","[2.18539759e-01 4.04759093e+00 5.76151916e+00 1.11080595e+01
 1.24840638e+01 1.28160337e+01 1.56182446e+01 2.04264441e+01
 2.09893316e+01 4.82684308e+01 5.27922036e+01 5.45115113e+01
 5.94352171e+01 6.18001240e+01 6.27981190e+01 6.34429384e+01
 6.47919242e+01 8.22903939e+01 8.96361908e+01 9.13855979e+01
 9.20998659e+01 9.34605399e+01 9.36890782e+01 9.38207767e+01
 9.39601980e+01 9.48098558e+01 9.54355042e+01 9.73274219e+01
 9.78892528e+01 1.01272908e+02 1.02949505e+02 1.05289830e+02
 1.06068422e+02 1.08235174e+02 1.09060718e+02 1.09528438e+02
 1.09696740e+02 1.12232291e+02 1.13282598e+02 1.15374066e+02
 1.18243886e+02 1.29207826e+02 1.31687833e+02 1.39812179e+02
 1.44122224e+02 1.53152787e+02 1.62954752e+02 1.63781746e+02
 1.64103568e+02 1.80738691e+02 1.81910744e+02 1.82878188e+02
 1.92267883e+02 1.97958242e+02 1.99492141e+02 2.00266818e+02
 2.01105440e+02 2.07141816e+02 2.22406299e+02 2.85213155e+02
 2.98880067e+02 3.01940651e+02 3.08960723e+02 3.12774801e+02
 3.51516413e+02]"
0,296,"[0.07133058015114122, 0.46632092909852474]","[  5.53129258   7.37811987   7.62157321  20.36410838  20.98372124
  23.3671085   26.57027982  31.80449307  34.4088564   49.96632866
  62.79937083  63.35555032  75.97320377  81.56461014  82.21022037
  83.34059425  84.3096177  120.17219964 125.33609793 142.02716332
 145.73792759 145.92145798 148.26267165 148.81715982 149.8959885
 150.300486   150.83719471 151.01119925 168.97191817 183.36617837
 190.62440397 202.80652118 217.91221401 224.69869092 229.28351421
 252.53752135 298.15972339]"
0,297,"[0.04613707072230894, 0.510215322685588]","[  6.59816077   8.94464532  11.68538464  19.38299768  25.55758742
  25.70941722  27.35699473  27.59644849  29.54755306  42.45424611
  48.19705479  52.72035427  53.09750044  69.13118662  79.89641918
  82.69550239  84.78034792  89.43017783  91.11805769  93.65733401
  97.36464836 100.30284284 100.31132417 100.455256   105.50981655
 113.89221344 114.85877238 117.25790334 117.77224259 119.0812207
 119.82417182 126.92555645 132.51482458 135.35854883 153.47961633
 154.71706435 161.41686694 182.68073194 186.0302777  186.55934856
 188.5283811  188.66782886 190.49200157 195.67479964 207.58675123
 242.29780299 262.50885413 300.29253175 350.42017474 352.21540149]"
0,298,"[0.053031183054736, 0.5555285685826977]","[ 20.49621204  30.96823875  32.35459152  33.87564726  35.53963749
  35.93177699  48.24118638  54.16745489  64.31646691  70.03464369
  70.64342016  78.70505356  84.73860053  88.07570049  88.6468643
 101.04828634 102.85699552 111.32901218 124.27292477 129.87106929
 130.31324291 131.5999331  137.89555155 139.16257485 145.75597735
 153.72649813 154.42019825 163.0129674  167.92462307 177.42542987
 196.79640175 259.02041911 290.28950394 291.95374991 302.23443324
 306.03919156 360.        ]"
0,299,"[0.07506754453107504, 0.5176320168217832]","[  1.01732554   6.18903646  16.16893087  21.91090585  23.26291989
  27.08209101  35.59151278  36.79225549  37.91679312  40.89252915
  45.97880272  46.43811235  70.24210996  72.83642564  74.98006584
  78.21413594  78.23893606  79.25115726  79.31025563  82.1824603
  94.56903202  97.00997751  97.27700721  99.92340481 104.7982318
 109.1323869  110.7069874  116.2674259  116.49365066 123.72070402
 132.74212968 144.89089445 146.74969357 154.75542107 159.98990491
 161.40621568 174.52515175 176.59868317 185.36368638 187.16713328
 187.38178954 190.72370365 191.58032912 198.22797132 202.55605863
 218.40003982 225.7561718  269.19617696 269.74199044 290.35540892
 290.49123796 298.59965406 298.76397532 300.3026069  327.8353652
 348.11781432 350.86095341 358.18213633]"
0,300,"[0.08725862485392133, 0.39872922367638663]","[  2.01019789  26.1666308   31.29692603  31.46602765  42.73285599
  43.92560262  56.11941803  58.25785983  69.32992921  86.20634524
  89.71605843  90.88119953  90.92891066  92.81566871  96.67851243
  99.56785046 100.42638462 106.2723163  106.8091301  113.23333613
 113.56747898 115.35739649 115.41829252 124.20131209 127.92202141
 128.69516572 132.17485695 136.29349838 154.01559813 165.49161059
 165.55605608 167.66764994 168.0445543  177.73291122 178.24607488
 183.76089101 188.14889707 188.82968564 219.27761284 223.09859919
 223.91361334 225.61325519 234.88660617 258.08357212 269.75700274
 280.52084513 281.93789703 295.21722187 297.87662815 311.01454889
 315.32733054 324.295399   326.62678217 336.42495704 348.02071707
 358.66123277]"
0,301,"[0.04049206046297686, 0.5864873391463411]","[ 10.88008998  11.52975219  34.6057769   35.26617334  39.22511716
  43.3630656   52.03210931  53.00055824  54.51360981  63.16881425
  64.73719963  76.19651967  76.50307391  77.3097567   78.25370076
  83.52114768  84.78557558  94.07120058  99.12323263 105.37177988
 111.54616855 113.44505463 114.87118508 118.2025685  131.23358816
 131.66741812 132.92812943 134.06827207 134.34573547 134.7491507
 142.9436444  147.58690724 148.90901669 156.5346719  161.62786447
 161.8869038  166.27897579 172.31353163 177.41536616 179.98082331
 180.70101948 198.86788662 206.6096544  207.15408309 207.44227652
 209.40514894 215.52011675 250.33772129 284.54983144 295.94571365
 301.8691225  304.85883072 310.5505906  348.0880546 ]"
0,302,"[0.021529668223029874, 0.4867009954839982]","[  2.97240951   7.77379541  35.75099949  58.31357329  69.72952926
  70.00738385  72.67190064  94.74722001 108.45298345 112.22323357
 120.36980901 121.40151271 129.41867022 139.91524584 143.14682849
 148.34954896 152.49839505 156.03838338 183.53183751 198.80967353
 200.28138984 207.4051867  235.03514602 242.57964654 256.39597144
 270.46003199 282.439518   312.55555827 316.87699969 330.59341936
 334.97965074 356.06656003 356.42457032]"
0,303,"[0.05739511574673609, 0.5011750706245015]","[ 17.46660316  34.83334337  46.8281587   51.85395465  53.78148414
  56.70710072  63.74801523  81.30963138  82.01342868  83.42266541
  84.90641001 102.2699373  104.12700243 107.03412093 113.04369632
 124.65374341 125.0711426  125.51185636 125.8842096  128.72607643
 140.62507716 148.87274284 152.52729941 160.19291048 196.51718025
 217.10036552 224.65610313 279.17012163 284.57240529 284.76673445
 286.26792284 295.78427892 296.58512147 310.6958324  311.48449467
 314.06594214 323.15539494 344.05610881 346.12910654 352.73298279
 354.19213445]"
0,304,"[0.06093326934674133, 0.5590069168907035]","[ 15.2921214   16.15959232  17.74808587  18.26999916  18.41569183
  19.153292    23.1802364   26.91370344  26.96385712  28.64818578
  38.9134032   39.91983445  47.75063398  49.55745966  50.69523117
  68.64684242  73.79015286  74.628751    74.80057857  80.53688509
  85.85901354  87.09014584 100.49760399 108.55954369 113.1586347
 113.47496405 120.50866028 130.91044337 131.8786377  134.89182843
 141.64965828 142.25018662 147.26495334 164.60013748 180.04668543
 182.55079521 185.11945826 190.58311278 193.16607543 195.96025333
 219.70649911 252.24081053 269.86855278 269.881167   270.57532834
 275.50070889 290.40635592 290.4539567  292.11713771 292.879985
 294.79298265 301.80288947 338.90665975 338.9803074  347.05924428
 348.57909372 349.20500764 349.42245248 352.78085474 356.14397692]"
0,305,"[0.043987143090436706, 0.5292153943543365]","[  5.81367833   9.98658462  10.32795621  13.09698165  46.71501686
  48.84972064  54.66634896  55.40220292  57.1666515   58.45213324
  61.99948411  62.8007232   66.11233443  74.20097677  75.92117559
  76.31217668  77.15021365  81.9862085   87.63505878  88.12004893
  94.65466998 108.91161194 131.99136193 132.42650046 136.09762098
 141.2297329  149.03973022 157.21545162 167.57311285 168.20134009
 184.15836718 207.58445046 247.88142074 249.55209735 252.53453662
 262.29391093 269.54752897 296.4607592  307.04561638 347.83824824
 352.62027377]"
0,306,"[0.034876666848565135, 0.4731498979523549]","[  0.63726154  13.64663404  15.59701234  20.59205418  21.48161857
  25.58782106  28.33185768  38.16731167  38.4084791   40.19937167
  42.38522199  42.94839004  43.4999412   47.37642253  48.77474487
  60.3941517   72.473234    73.22021534  85.53045436  85.95704044
  86.37789403  88.89252533 104.41128868 106.68247559 107.9659034
 108.7083877  108.97544672 109.92877779 110.23250695 110.40100198
 112.02677203 112.46783621 112.81919634 115.63872125 119.1733737
 121.34974656 122.22605123 132.12452115 144.05935096 147.31803925
 155.0325643  155.59558715 165.25465598 165.34578629 178.47183107
 187.0345353  190.00151889 216.17881112 242.8666125  264.35753789
 296.75987612 323.18911627 351.20624789 357.25894325]"
0,307,"[0.050670898295800924, 0.48108415034253393]","[ 17.75400678  17.97159315  21.59066731  21.69350546  30.73280151
  36.64957929  38.43106851  45.67736794  48.23007383  51.0902989
  52.08768612  60.67374019  72.35426835  73.99602717  77.44342296
  77.84623198  82.9898614   86.44166539  88.90394996 113.80831442
 113.82228019 116.03579631 117.74291499 139.99097138 142.21391671
 147.36039725 147.63186392 151.31488008 151.85185141 161.08894985
 188.11856966 190.28517967 209.52028129 215.28547131 237.56195447
 244.72221176 247.1192956  281.90524017 305.47025311 314.78546032
 318.30970522 342.34258477 355.326343   355.57033327 357.91612667
 360.        ]"
0,308,"[0.03474247369885242, 0.4480546049292873]","[  2.74921738  14.28985202  14.37297178  15.04795865  26.72932305
  53.43643259  65.37674409  72.17642534  74.42776391  79.21920485
  85.69771232  87.1454859   94.57355662  96.7038468   97.53581169
 101.41285898 101.80940079 103.15645979 106.6534132  112.50278838
 115.25910171 116.23903345 120.20606469 125.71794926 133.08513124
 133.95658804 136.1854072  137.08837423 144.95646716 147.31985914
 153.08894933 153.28637476 161.60657726 183.29626171 183.38504522
 199.01968403 200.18539967 201.48859123 206.65353391 227.51722002
 231.31480172 262.50444406 291.52964508 300.15465768 307.06906391
 317.76262542 318.07547136 320.64844856 324.50833999 335.14756526
 346.98841872 349.8363822  356.02578853]"
0,309,"[0.03604661845549501, 0.4637356908196194]","[ 45.99142897  56.25337782  59.15361868  70.21055271  70.38610311
  70.98650493  75.88936411  76.16251393  81.66608103  83.98471854
  85.71070396  89.1524578  104.23087873 115.36159511 121.22047746
 123.20919757 124.64318344 138.33539702 147.84500724 152.07624269
 158.38132935 162.73298413 162.79371375 162.9053496  167.99913764
 174.67547016 178.75708281 180.09312633 181.32405996 181.80785605
 227.89873782 235.99516665 248.29275198 259.64855454 280.34397983
 298.11168834 312.00702678 313.10269555 316.60901536 325.34745116
 338.14484663 352.62853251 354.61287831]"
0,310,"[0.04785184175061717, 0.5250112076068908]","[  1.78555124  17.14876891  17.77922565  27.86044883  33.65460718
  34.55604012  44.59385065  52.62588676  65.73002184  66.12553589
  68.97071458  69.69189655  72.44701727  76.33205421  83.26690833
  84.75228384  92.24524566  93.04093697  94.02307804  96.06242583
 100.93687308 101.00172786 103.01635797 108.77274337 115.73254621
 120.41934195 132.25565356 134.39471712 140.41295253 143.97145763
 157.9918493  159.12898482 160.53375034 161.0565088  173.25068354
 198.55491165 202.56219184 202.84956308 207.34946434 212.58374255
 219.58000338 252.95569732 259.03998936 264.66177391 278.31678007
 281.27235828 294.58048746 313.8011879  333.94607521 335.99067705
 344.69868276 350.35379387 356.79886694 357.93900757 359.79982972]"
0,311,"[0.07995529582531301, 0.4448360161310022]","[  9.49872621  16.84976143  17.78791417  18.03201508  25.3292925
  25.76799821  26.87705688  28.77671068  40.82605485  45.32281053
  47.25309676  64.51772281  66.37324877  69.44920617  72.75511088
  85.79378905  91.20492877  92.39440852 109.98212139 110.05729262
 110.57573178 117.97375898 124.19484479 125.03381618 130.31574505
 147.07769521 148.17102072 151.36982145 165.63507639 167.15225788
 171.3760009  172.23501402 183.01831964 188.02949746 190.30213788
 190.58178677 190.80834934 192.54806105 193.73545724 197.66800082
 210.98618651 214.04182635 223.27684877 224.30341365 225.12908642
 227.49877743 243.35866806 244.8370063  282.44662268 286.10486112
 293.23871737 299.19965155 341.94456926 345.14627732 346.07803129
 346.35580442 355.34581279 358.44894896]"
0,312,"[0.07371549583735633, 0.5991903103098685]","[  7.09480192   8.31324507  15.39486292  17.73503353  17.94534133
  22.229521    22.54260138  23.54600917  36.65153508  45.52555846
  47.64089389  56.30180917  63.71662453  76.8252375   86.85153774
  87.19996788  90.88928849 107.70341034 111.03921052 111.68028174
 111.95796493 113.69677793 135.36701904 135.46901878 145.10673557
 155.61082809 159.81687648 164.80256144 165.36872568 168.28551227
 171.31806944 171.96615916 175.40921379 192.47120828 194.78860212
 200.64341667 218.72289479 222.5806244  274.50674714 287.90969449
 292.84132863 296.382594   333.99189014 339.54902955 340.40554944
 356.40411792 358.00193383 360.        ]"
